ADM3_ES,ADM3_PCODE,ADM2_ES,ADM2_PCODE,ADM1_ES,SSP1_2030_population,SSP1_2050_population,SSP2_2030_population,SSP2_2050_population,SSP3_2030_population,SSP3_2050_population
Matucana,PE150701,Huarochiri,PE1507,Lima,3717.23779296875,3495.44189453125,3821.28564453125,3944.15869140625,4097.27392578125,4505.85888671875
Mazamari - Pangoa,PE120699,Satipo,PE1206,Junin,115280.7969,105257.3125,119737.2031,118389.9844,130138.4219,141676.375
Mazan,PE160106,Maynas,PE1601,Loreto,12281.865234375,12131.28906,12575.60156,12532.2880859375,13649.17188,14098.15625
Megantoni,PE080914,La Convencion,PE0809,Cusco,19134.619140625,20222.779296875,19683.78125,21430.66406,20862.841796875,23691.39844
Mejia,PE040705,Islay,PE0407,Arequipa,895.3610229492188,816.1126708984375,929.1390380859375,875.20654296875,997.6946411132812,1069.5869140625
Mi Peru,PE070107,Callao,PE0701,Callao,14883.84375,13948.6474609375,15201.0009765625,14972.8193359375,16026.6376953125,17378.66406
Micaela Bastidas,PE030706,Grau,PE0307,Apurimac,1505.1175537109375,1404.630859,1560.20166015625,1513.322998046875,1689.9154052734375,1769.1136474609375
Miguel Checa,PE200606,Sullana,PE2006,Piura,13361.2041015625,14222.099609375,13875.3232421875,15201.9775390625,14931.78906,17254.994140625
Miguel Iglesias,PE060307,Celendin,PE0603,Cajamarca,6761.640625,7248.201172,6923.7861328125,7749.941406,7407.0419921875,8096.9521484375
Milpuc,PE010608,Rodriguez de Mendoza,PE0106,Amazonas,752.558837890625,768.5556030273438,770.7020263671875,794.1199951171875,801.5187377929688,861.9000854492188
Miracosta,PE060412,Chota,PE0604,Cajamarca,2906.857177734375,2597.802978515625,2971.812744140625,2867.11669921875,3162.168701171875,3165.335205078125
Miraflores,PE040110,Arequipa,PE0401,Arequipa,63737.08984,61365.55859,65594.70313,64993.5625,69988.09375,83758.1875
Miraflores,PE100506,Huamalies,PE1005,Huanuco,4765.914063,5139.556641,5032.388672,5453.95654296875,5378.95654296875,6667.68896484375
Miraflores,PE150122,Lima,PE1501,Lima,69576.21875,56411.12891,73939.0625,67287.78906,83927.78125,88113.00781
Miraflores,PE151021,Yauyos,PE1510,Lima,282.1000061035156,270.0560302734375,285.5446472167969,280.27764892578125,302.6714172363281,305.865966796875
Mirgas,PE020305,Antonio Raymondi,PE0203,Ancash,5762.90087890625,6196.851563,5954.367188,6726.6630859375,6450.451172,7884.544922
Mito,PE120211,Concepcion,PE1202,Junin,1682.96337890625,1806.318115234375,1796.514404296875,2072.11572265625,2060.78125,3235.193359
Moche,PE130107,Trujillo,PE1301,La Libertad,34800.80469,32422.857421875,36334.88672,36128.49219,39343.54688,44219.34766
Mochumi,PE140305,Lambayeque,PE1403,Lambayeque,17346.52344,15868.7626953125,18060.923828125,17432.740234375,19767.99219,21010.35156
Moho,PE210901,Moho,PE2109,Puno,13738.15234,13032.63281,14234.630859375,14120.1982421875,15713.119140625,18261.427734375
Molino,PE100803,Pachitea,PE1008,Huanuco,22719.56641,26198.830078125,24392.138671875,28614.759765625,27711.248046875,37525.22266
Molinopampa,PE010114,Chachapoyas,PE0101,Amazonas,3419.367919921875,3721.337891,3499.93603515625,3876.292724609375,3891.75634765625,4600.261719
Molinos,PE120418,Jauja,PE1204,Junin,1223.017578,1131.177978515625,1254.069091796875,1218.943359,1327.457031,1334.859619140625
Mollebamba,PE131004,Santiago de Chuco,PE1310,La Libertad,1930.89599609375,1819.056396484375,2001.497802734375,1941.671875,2148.593505859375,2304.378906
Mollebaya,PE040111,Arequipa,PE0401,Arequipa,2857.796142578125,2798.221923828125,2970.022705078125,3029.290283203125,3334.990234,4533.23583984375
Mollendo,PE040701,Islay,PE0407,Arequipa,20438.236328125,19145.95313,21355.876953125,21484.427734375,23429.943359375,25600.22656
Mollepampa,PE090409,Castrovirreyna,PE0904,Huancavelica,1463.941406,1360.470947265625,1502.9136962890625,1465.7286376953125,1572.2098388671875,1586.915771484375
Mollepata,PE080307,Anta,PE0803,Cusco,2300.604736328125,2118.835938,2364.023193359375,2290.69677734375,2538.142578,2555.4912109375
Mollepata,PE131005,Santiago de Chuco,PE1310,La Libertad,2488.08740234375,2426.258056640625,2583.328857421875,2551.584228515625,2808.117919921875,3059.603516
Monobamba,PE120419,Jauja,PE1204,Junin,357.4435119628906,343.09002685546875,365.21075439453125,358.7201232910156,383.0101318359375,386.1086120605469
Monsefu,PE140108,Chiclayo,PE1401,Lambayeque,32037.62891,30272.599609375,33909.99219,33777.86719,37222.04297,42657.92188
Montero,PE200205,Ayabaca,PE2002,Piura,7674.523438,8276.6220703125,7818.91064453125,8655.996094,8826.0478515625,11256.623046875
Montevideo,PE010115,Chachapoyas,PE0101,Amazonas,905.8740234,893.3928833007812,929.1390380859375,915.7498779296875,1062.1524658203125,1150.773438
Monzon,PE100507,Huamalies,PE1005,Huanuco,41074.46875,44826.75,42905.99219,47299.9375,46694.53906,54417.71094
Moquegua,PE180101,Mariscal Nieto,PE1801,Moquegua,57199.72656,55078.69141,59494.43359,61764.19531,65344.32813,76248.42969
Morales,PE220910,San Martin,PE2209,San Martin,29952.541015625,27442.107421875,30842.404296875,31553.267578125,33228.46094,38551.38672
Morcolla,PE050906,Sucre,PE0509,Ayacucho,1190.6024169921875,1135.4241943359375,1214.683594,1199.5531005859375,1318.1153564453125,1354.68408203125
Moro,PE021805,Santa,PE0218,Ancash,6172.033203,5526.806641,6393.873047,6064.74951171875,6925.009766,7234.1083984375
Morococha,PE120805,Yauli,PE1208,Junin,4185.06787109375,4002.433837890625,4353.884766,4319.625,4753.99658203125,5297.90087890625
Morona,PE160704,Datem del Mara?on,PE1607,Loreto,10442.958984375,10076.9951171875,10667.1962890625,10503.361328125,11255.826171875,11379.3486328125
Morrope,PE140306,Lambayeque,PE1403,Lambayeque,38624.05078,35776.47656,40254.63672,38625.43359,43864,46189.53906
Morropon,PE200405,Morropon,PE2004,Piura,18456.525390625,21488.134765625,19337.37109,23958.44922,21371.03125,28873.17969
Mosoc Llacta,PE080204,Acomayo,PE0802,Cusco,2284.835205078125,2286.134766,2364.91845703125,2531.3125,2558.6943359375,3437.21630859375
Motupe,PE140307,Lambayeque,PE1403,Lambayeque,21498.30078,17023.71875,22601.888671875,20382.70703,24757.39844,25040.41797
Moya,PE090112,Huancavelica,PE0901,Huancavelica,2529.263427734375,2438.99658203125,2594.070313,2624.738525390625,2780.093017578125,3091.701172
Moyobamba,PE220101,Moyobamba,PE2201,San Martin,103219.7031,107553.625,108081.7813,115039.875,119257.2109,137317.7813
Mu?ani,PE210208,Azangaro,PE2102,Puno,7261.8857421875,6990.88427734375,7484.1337890625,7347.15283203125,7965.67626953125,9276.046875
Muqui,PE120420,Jauja,PE1204,Junin,1534.904541015625,1704.410156,1638.077392578125,2065.064453,1844.98779296875,2771.67431640625
Muquiyauyo,PE120421,Jauja,PE1204,Junin,2981.324462890625,3102.247314453125,3095.339844,3407.400391,3338.72705078125,4840.04638671875
Musga,PE021308,Mariscal Luzuriaga,PE0213,Ancash,1092.4805908203125,1059.842529296875,1128.751708984375,1408.439208984375,1225.6324462890625,1796.490478515625
?ahuimpuquio,PE090710,Tayacaja,PE0907,Huancavelica,1696.980712890625,1520.975830078125,1759.814453,1666.6824951171875,1891.6962890625,1990.016845703125
Namballe,PE060905,San Ignacio,PE0609,Cajamarca,11398.33203,11682.17969,11686.83984,12257.1357421875,12672.00391,14713.66406
Namora,PE060111,Cajamarca,PE0601,Cajamarca,9676.3818359375,9378.925781,10105.05859,10044.1630859375,10998.92969,11685.212890625
Nanchoc,PE061108,San Miguel,PE0611,Cajamarca,914.6348876953125,839.8912353515625,930.0341797,903.41064453125,986.484619140625,993.120361328125
Napo,PE160107,Maynas,PE1601,Loreto,3319.49365234375,3184.623047,3391.6259765625,3342.178466796875,3589.08544921875,3631.686767578125
Nasca,PE110301,Nasca,PE1103,Ica,26542.810546875,25753.830078125,27375.587890625,27613.517578125,30121.41016,33887.875
Nauta,PE160301,Loreto,PE1603,Loreto,31936.87891,31890.388671875,32969.21875,34065.19141,36540.10156,39470.87109
Navan,PE150905,Oyon,PE1509,Lima,869.9544677734375,821.2080688476562,892.4388427734375,878.7320556640625,957.5253295898438,972.3516845703125
Nepe?a,PE021806,Santa,PE0218,Ancash,13877.2197265625,12061.6533203125,14436.564453125,13595.228515625,15599.7216796875,16469.560546875
Neshuya,PE250304,Padre Abad,PE2503,Ucayali,6539.990234,5316.197266,6757.29345703125,6136.14111328125,7409.8447265625,7472.00341796875
Nicasio,PE210704,Lampa,PE2107,Puno,2488.96337890625,2357.47021484375,2553.78955078125,2496.93896484375,2759.541016,2876.461669921875
Nicolas de Pierola,PE040205,Camana,PE0402,Arequipa,12793.4990234375,11975.03125,13496.685546875,13665.73828,14731.876953125,19261.060546875
Niepos,PE061109,San Miguel,PE0611,Cajamarca,3456.16357421875,3217.742919921875,3584.97314453125,3489.36865234375,3922.583984,4249.08251953125
Nieva,PE010401,Condorcanqui,PE0104,Amazonas,28372.955078125,28558.84766,28993.97266,30061.98047,31850.5625,34817.74219
Ninabamba,PE061306,Santa Cruz,PE0613,Cajamarca,2405.735107421875,2247.9189453125,2518.8798828125,2496.0576171875,2728.71337890625,2839.644531
Ninacaca,PE190105,Pasco,PE1901,Pasco,4452.2744140625,5460.566406,4594.6728515625,5819.7275390625,5026.7744140625,7375.712891
Nueva Arica,PE140109,Chiclayo,PE1401,Lambayeque,1474.4547119140625,1187.2274169921875,1540.5089111328125,1380.2352294921875,1719.808837890625,1657.718017578125
Nueva Cajamarca,PE220804,Rioja,PE2208,San Martin,61001.07031,63228.77344,64171.46094,66509.53125,69677.01563,81613.35938
Nueva Requena,PE250106,Coronel Portillo,PE2501,Ucayali,2905.980712890625,2730.283203,2973.60302734375,2901.490478515625,3162.1689453125,3182.32763671875
Nueve de Julio,PE120212,Concepcion,PE1202,Junin,2259.428466796875,2373.605469,2493.816406,3106.85107421875,2895.93017578125,4624.80712890625
Nuevo Chimbote,PE021809,Santa,PE0218,Ancash,115618.0938,101973.3125,121380.6484,117024.7344,131679.8125,140799.3594
Nuevo Imperial,PE150510,Ca?ete,PE1505,Lima,23446.71875,22186.205078125,24372.44531,24319.81641,26969.51563,31868.59375
Nuevo Occoro,PE090113,Huancavelica,PE0901,Huancavelica,2631.765625,2401.630126953125,2711.33154296875,2586.83935546875,2867.905029296875,2856.63720703125
Nuevo Progreso,PE221002,Tocache,PE2210,San Martin,14095.3662109375,14244.17969,14476.845703125,15306.861328125,15775.3466796875,17583.51563
Nu?oa,PE210806,Melgar,PE2108,Puno,8658.369141,8201.8896484375,8898.4306640625,8886.9169921875,9579.923828,10272.943359375
Obas,PE101106,Yarowilca,PE1011,Huanuco,8771.3837890625,10814.130859375,9878.591797,11798.10156,11092.3466796875,14224.6552734375
Ocalli,PE010512,Luya,PE0105,Amazonas,5465.9072265625,5486.892578,5688.5146484375,5821.490234,6045.02001953125,6757.3720703125
Oca?a,PE050612,Lucanas,PE0506,Ayacucho,2243.6591796875,2146.01123046875,2304.050048828125,2273.95068359375,2451.264892578125,2477.136719
Ocobamba,PE030605,Chincheros,PE0306,Apurimac,6805.4443359375,6153.54052734375,7019.56494140625,7044.84033203125,7597.613281,8455.683594
Ocobamba,PE080905,La Convencion,PE0809,Cusco,5132.1181640625,4556.98291015625,5241.847656,5140.1865234375,5522.81884765625,5570.7255859375
Oco?a,PE040206,Camana,PE0402,Arequipa,5216.222656,5354.41259765625,5478.1611328125,5686.6396484375,6178.60693359375,6581.7822265625
Ocongate,PE081210,Quispicanchi,PE0812,Cusco,14248.67969,13413.630859375,14714.05469,14920.818359375,15794.96484,17588.236328125
Ocoruro,PE080804,Espinar,PE0808,Cusco,1156.43505859375,1107.3995361328125,1179.77392578125,1151.958740234375,1268.604248046875,1298.0423583984375
Ocoyo,PE090606,Huaytara,PE0906,Huancavelica,2459.17626953125,2350.67626953125,2586.01416015625,2504.871337890625,2787.566406,3023.730469
Ocros,PE021401,Ocros,PE0214,Ancash,1351.8023681640625,1588.91455078125,1410.7158203125,1686.0726318359375,1542.316406,2186.375244140625
Ocros,PE050106,Huamanga,PE0501,Ayacucho,5999.4443359375,5570.117188,6237.22607421875,6171.396484,6675.585938,7138.7607421875
Ocucaje,PE110104,Ica,PE1101,Ica,2262.932861328125,2062.786376953125,2346.121094,2237.814208984375,2505.446533203125,2547.93896484375
Ocumal,PE010513,Luya,PE0105,Amazonas,4767.666016,4907.7158203125,4878.427734,5192.1875,5206.13525390625,5584.88623046875
Ocuviri,PE210705,Lampa,PE2107,Puno,2287.46337890625,2181.678955078125,2332.694091796875,2295.985107421875,2465.277344,2493.185302734375
Ollachea,PE210308,Carabaya,PE2103,Puno,5816.3427734375,5960.7646484375,6056.4111328125,6351.197266,6450.45068359375,7022.644531
Ollantaytambo,PE081306,Urubamba,PE0813,Cusco,11059.7236328125,10752.1357421875,11336.75,12289.91016,12587.95313,15315.9541015625
Ollaraya,PE211305,Yunguyo,PE2113,Puno,5938.2021484375,6075.41943359375,6305.878906,6861.449219,6951.05029296875,8814.691406
Olleros,PE010116,Chachapoyas,PE0101,Amazonas,396.8674621582031,402.53631591796875,407.2815246582031,435.39984130859375,438.126220703125,485.2318115234375
Olleros,PE020108,Huaraz,PE0201,Ancash,2432.893798828125,2404.177734,2502.767578,2548.940185546875,2764.2119140625,3205.928466796875
Olmos,PE140308,Lambayeque,PE1403,Lambayeque,29226.26563,24598.02734,30123.61719,27842.67578,32755.77344,32814.51172
Omacha,PE081006,Paruro,PE0810,Cusco,5984.550781,5641.453125,6143.238281,5952.81494140625,6533.591797,6529.8603515625
Omas,PE151022,Yauyos,PE1510,Lima,368.8326416015625,352.4316101074219,376.84735107421875,370.1780090332031,394.2201843261719,394.6048583984375
Omate,PE180201,General Sanchez Cerro,PE1802,Moquegua,4982.30712890625,4734.472656,5164.867188,5201.001953,5572.330078,6424.12939453125
Omia,PE010609,Rodriguez de Mendoza,PE0106,Amazonas,12908.2666015625,13316.8193359375,13352.5693359375,14249.2099609375,14097.5751953125,16454.45703
Ondores,PE120503,Junin,PE1205,Junin,1680.3350830078125,1616.089844,1706.10693359375,1711.632813,1867.4078369140625,1953.19970703125
Ongon,PE130807,Pataz,PE1308,La Libertad,897.9891967773438,870.4635620117188,918.3975830078125,914.8685302734375,963.13037109375,1028.99365234375
Ongoy,PE030606,Chincheros,PE0306,Apurimac,4154.4052734375,4151.89892578125,4293.91162109375,4523.222656,4646.566406,5688.7294921875
Orcopampa,PE040409,Castilla,PE0404,Arequipa,12500.009765625,13115.55078,12832.5009765625,14479.248046875,13900.46484,17260.658203125
Orcotuna,PE120213,Concepcion,PE1202,Junin,4175.43115234375,4207.9482421875,4345.82861328125,5151.6435546875,5026.7744140625,7545.63818359375
Oronccoy,PE050511,La Mar,PE0505,Ayacucho,3746.148438,3379.09716796875,3839.18798828125,3673.576172,4091.669189453125,4080.10107421875
Oropesa,PE030305,Antabamba,PE0303,Apurimac,1837.154541015625,1745.17333984375,1876.180419921875,1822.6859130859375,1980.442626953125,1992.8489990234375
Oropesa,PE081211,Quispicanchi,PE0812,Cusco,9036.837891,9702.4833984375,9472.205078,10891.166015625,10636.4716796875,16280.755859375
Orurillo,PE210807,Melgar,PE2108,Puno,9772.751953,9071.503906,10087.15625,9876.7021484375,10879.35547,11674.82813
Otoca,PE050613,Lucanas,PE0506,Ayacucho,2438.150391,2369.359375,2480.389404296875,2632.6708984375,2671.72900390625,3122.853759765625
Otuzco,PE130601,Otuzco,PE1306,La Libertad,22321.822265625,20003.67578,23190.880859375,22611.70703,25330.04688,28798.60156
Oxamarca,PE060308,Celendin,PE0603,Cajamarca,6297.314453,6302.15625,6528.1416015625,6649.1025390625,7031.5048828125,7758.044922
Oxapampa,PE190301,Oxapampa,PE1903,Pasco,15877.326171875,15732.0380859375,16564.27734,17182.427734375,17779.14063,20175.82813
Oyolo,PE050806,Paucar del Sara Sara,PE0508,Ayacucho,815.6370849609375,869.6143798828125,835.1510009765625,925.4450073242188,937.90771484375,1312.2027587890625
Oyon,PE150901,Oyon,PE1509,Lima,17924.74219,18617.73047,18751.064453125,20696.47656,20527.474609375,24787.416015625
Oyotun,PE140110,Chiclayo,PE1401,Lambayeque,7714.8232421875,6449.0732421875,8048.9580078125,7441.45947265625,8729.828125,9016.4384765625
Paca,PE120422,Jauja,PE1204,Junin,1088.10009765625,971.5222778320312,1117.115234,1061.177001953125,1235.908203,1383.005126953125
Pacaipampa,PE200206,Ayabaca,PE2002,Piura,30774.3125,31471.716796875,31699.93359,32636.48047,34090.70313,36826.64063
Pacanga,PE130402,Chepen,PE1304,La Libertad,20881.53516,17484.85156,21928.755859375,20208.19531,24012.865234375,24541.025390625
Pacapausa,PE050704,Parinacochas,PE0507,Ayacucho,4613.474609,4629.16748046875,4788.02001953125,4942.757813,5204.26708984375,5323.3896484375
Pacaran,PE150511,Ca?ete,PE1505,Lima,1392.1024169921875,1292.5322265625,1448.31103515625,1396.981201171875,1565.670654296875,1642.613525390625
Pacaraos,PE150608,Huaral,PE1506,Lima,259.32177734375,247.12673950195312,264.0616455078125,259.1246032714844,276.5146179199219,275.656982421875
Pacasmayo,PE130704,Pacasmayo,PE1307,La Libertad,24683.75391,24063.009765625,25776.89453,25583.70703,28765.92578,32534.13281
Pacaycasa,PE050107,Huamanga,PE0501,Ayacucho,3107.48095703125,3089.508544921875,3285.1064453125,3441.774169921875,3631.122802734375,4544.564453
Paccaritambo,PE081007,Paruro,PE0810,Cusco,2043.035156,1959.179931640625,2104.4375,2043.0301513671875,2250.417969,2353.46875
Paccha,PE060413,Chota,PE0604,Cajamarca,11682.62109,12067.59766,12603.35156,13030.26563,13932.22656,20853.64063
Paccha,PE120423,Jauja,PE1204,Junin,1418.3848876953125,1297.627685546875,1481.4306640625,1419.015869140625,1572.2098388671875,1591.6358642578125
Paccha,PE120806,Yauli,PE1208,Junin,1457.8089599609375,1393.591064453125,1485.906494140625,1441.050048828125,1590.893310546875,1635.061279296875
Paccho,PE150808,Huaura,PE1508,Lima,1689.095947265625,1572.779052734375,1738.33154296875,1690.479736328125,1881.42041015625,1891.837646484375
Pachacamac,PE150123,Lima,PE1501,Lima,138914.125,132019.1875,144830.2188,144160.5469,157042.5625,182524.5625
Pachaconas,PE030306,Antabamba,PE0303,Apurimac,950.5545043945312,903.5836791992188,971.2098999023438,956.293212890625,1041.600830078125,1080.915283203125
Pachacutec,PE110105,Ica,PE1101,Ica,6970.14892578125,6598.53857421875,7247.82177734375,7120.638672,7882.535156,9059.8642578125
Pachamarca,PE090510,Churcampa,PE0905,Huancavelica,2161.306641,1842.8349609375,2211.852294921875,2147.913818359375,2347.57177734375,2338.3642578125
Pachangara,PE150906,Oyon,PE1509,Lima,3041.7744140625,2877.20068359375,3119.508056640625,3031.052978515625,3328.451416015625,3596.757080078125
Pachas,PE100313,Dos de Mayo,PE1003,Huanuco,16325.88281,18869.951171875,17937.396484375,20759.935546875,19785.74219,25629.49219
Pachia,PE230106,Tacna,PE2301,Tacna,1529.6480712890625,1417.3695068359375,1592.4261474609375,1585.5958251953125,1718.8746337890625,1876.7332763671875
Pachiza,PE220604,Mariscal Caceres,PE2206,San Martin,3386.95263671875,3626.2236328125,3466.816406,3871.00439453125,3787.129150390625,4374.638672
Pacllon,PE020513,Bolognesi,PE0205,Ancash,2298.8525390625,2323.500732421875,2358.652344,2456.3955078125,2636.230469,3215.36865234375
Pacobamba,PE030208,Andahuaylas,PE0302,Apurimac,3875.8095703125,3661.04248046875,4011.052001953125,3935.34521484375,4249.5439453125,4351.9814453125
Pacocha,PE180303,Ilo,PE1803,Moquegua,3796.96142578125,3683.122314453125,3953.763916015625,3930.937744140625,4248.60986328125,4970.322266
Pacora,PE140309,Lambayeque,PE1403,Lambayeque,6078.2919921875,5338.27685546875,6290.93408203125,5923.7294921875,6978.257813,7168.025391
Pacucha,PE030209,Andahuaylas,PE0302,Apurimac,9213.8076171875,8826.925781,9564.404297,9648.425781,10411.33594,11687.10156
Padre Abad,PE250301,Padre Abad,PE2503,Ucayali,20904.314453125,18591.404296875,21550.11719,20380.060546875,23368.287109375,23560.17578
Padre Marquez,PE160603,Ucayali,PE1606,Loreto,4266.5439453125,4141.7080078125,4359.25537109375,4292.30224609375,4593.3193359375,4640.855469
Paico,PE050907,Sucre,PE0509,Ayacucho,756.0631713867188,716.75244140625,774.2825317382812,761.5090942382812,822.0704956054688,861.9000854492188
Paijan,PE130205,Ascope,PE1302,La Libertad,24424.431640625,22333.97266,25476.13281,24680.29688,27463.69531,29248.90625
Paimas,PE200207,Ayabaca,PE2002,Piura,13465.4580078125,14930.35938,13980.94531,15788.9736328125,15184.94922,18681.42578
Paita,PE200501,Paita,PE2005,Piura,97824.75781,98951.75,101803.3828,107700.6484,111959.4531,134547.9688
Pajarillo,PE220605,Mariscal Caceres,PE2206,San Martin,9435.4580078125,10150.87891,9772.966797,10636.44922,10599.10547,12121.3544921875
Palca,PE090114,Huancavelica,PE0901,Huancavelica,2926.130859,2700.56005859375,3037.1572265625,2998.442138671875,3260.256591796875,3533.507080078125
Palca,PE120706,Tarma,PE1207,Junin,4319.9853515625,3876.74755859375,4458.6142578125,4257.04736328125,4713.82666015625,4720.15380859375
Palca,PE210706,Lampa,PE2107,Puno,2706.23291015625,2572.326172,2755.1923828125,2694.367188,2903.403564453125,2942.5439453125
Palca,PE230107,Tacna,PE2301,Tacna,657.14892578125,628.224365234375,671.0692138671875,662.2771606445312,725.50732421875,729.7127685546875
Palcamayo,PE120707,Tarma,PE1207,Junin,9072.757813,8806.5439453125,9448.037109,9378.724609,10147.900390625,10944.1494140625
Palcazu,PE190304,Oxapampa,PE1903,Pasco,7319.70751953125,7024.003906,7506.5126953125,7439.69677734375,8101.130859,8262.1572265625
Pallanchacra,PE190106,Pasco,PE1901,Pasco,8205.431641,10514.3505859375,9210.8291015625,11195.240234375,10942.87891,14935.51172
Pallasca,PE021508,Pallasca,PE0215,Ancash,2139.40478515625,1976.16455078125,2197.5302734375,2145.269775390625,2361.584228515625,2475.248779296875
Pallpata,PE080805,Espinar,PE0808,Cusco,4620.4833984375,4383.7392578125,4747.7392578125,4710.9560546875,5104.310547,5561.285156
Palpa,PE110401,Palpa,PE1104,Ica,7131.3486328125,6707.240234,7495.7705078125,7627.429688,8137.56396484375,9253.390625
Pampa Hermosa,PE120605,Satipo,PE1206,Junin,8956.238281,7813.79052734375,9200.087891,8769.693359,9807.861328,9822.6396484375
Pampa Hermosa,PE160604,Ucayali,PE1606,Loreto,5951.25927734375,5789.21923828125,6080.5791015625,6090.3095703125,6441.109375,6760.205078
Pampachiri,PE030210,Andahuaylas,PE0302,Apurimac,2008.8677978515625,1892.93994140625,2056.1005859375,2025.402587890625,2200.90673828125,2380.845458984375
Pampacolca,PE040410,Castilla,PE0404,Arequipa,2539.7763671875,2455.1318359375,2609.287353515625,2680.26513671875,2809.986328,3095.47705078125
Pampamarca,PE040805,La Union,PE0408,Arequipa,644.8001098632812,624.18603515625,663.2871094,653.9811401367188,710.9041137695312,714.6312866210938
Pampamarca,PE080506,Canas,PE0805,Cusco,2132.39599609375,2029.666259765625,2219.908203,2401.750244140625,2409.22705078125,2841.53271484375
Pampamarca,PE101107,Yarowilca,PE1011,Huanuco,2228.765625,2314.1591796875,2290.623047,2445.81884765625,2531.603516,3090.7568359375
Pamparomas,PE021206,Huaylas,PE0212,Ancash,7532.5966796875,6784.5205078125,7755.357422,7444.9853515625,8286.0966796875,8466.068359
Pampas,PE021509,Pallasca,PE0215,Ancash,6995.55517578125,6784.5205078125,7269.304688,7159.4189453125,7786.3154296875,8201.7392578125
Pampas,PE090701,Tayacaja,PE0907,Huancavelica,14500.119140625,14867.517578125,15072.103515625,17653.08203,17057.029296875,28869.408203125
Pampas Chico,PE021707,Recuay,PE0217,Ancash,2561.6787109375,2969.766845703125,2667.470458984375,3114.78369140625,2894.996094,3394.734619140625
Pampas de Hospital,PE240104,Tumbes,PE2401,Tumbes,8321.6044921875,8648.2568359375,8890.007813,9020.175781,9584.029297,10669.822265625
Pampas Grande,PE020109,Huaraz,PE0201,Ancash,1653.17626953125,1524.3729248046875,1697.15576171875,1642.88525390625,1873.9471435546875,2347.804688
Panao,PE100801,Pachitea,PE1008,Huanuco,33414.83984,33655.94531,34206.28125,35733.63672,37004.38281,40650.90625
Pancan,PE120424,Jauja,PE1204,Junin,1702.2371826171875,1723.942626953125,1775.0316162109375,1976.0455322265625,1951.483154296875,3134.18212890625
Papaplaya,PE220911,San Martin,PE2209,San Martin,2234.02197265625,2265.7529296875,2280.77685546875,2355.037353515625,2563.365234,2696.152099609375
Papayal,PE240304,Zarumilla,PE2403,Tumbes,7478.699219,7451.759766,7764.8564453125,7856.751953,8317.583984,8744.398438
Paracas,PE110505,Pisco,PE1105,Ica,5578.92236328125,5063.12548828125,5798.615234,5627.58740234375,6270.15625,6602.550781
Paramonga,PE150202,Barranca,PE1502,Lima,25591.380859375,27037.873046875,26806.28906,29533.15625,29397.42578,38390.89844
Paranday,PE130610,Otuzco,PE1306,La Libertad,577.3414306640625,474.72113037109375,607.7894287109375,563.199462890625,650.1829833984375,657.04541015625
Pararca,PE050807,Paucar del Sara Sara,PE0508,Ayacucho,861.193603515625,955.3868408203125,881.6974487304688,991.5482788085938,958.4594116210938,1098.851806640625
Pararin,PE021708,Recuay,PE0217,Ancash,1156.43505859375,1114.193359,1178.878662109375,1175.755859,1265.8017578125,1294.26611328125
Paras,PE050205,Cangallo,PE0502,Ayacucho,3932.7548828125,3711.147216796875,4039.69580078125,3948.565673828125,4264.49072265625,4292.507813
Paratia,PE210707,Lampa,PE2107,Puno,8119.5751953125,7798.50439453125,8245.8857421875,8153.61181640625,8714.880859,9349.6806640625
Parco,PE120425,Jauja,PE1204,Junin,1266.822021484375,1259.412109,1312.252197265625,1385.523438,1406.861572265625,1631.285156
Parcona,PE110106,Ica,PE1101,Ica,50276.00781,43664.15234,52871.41406,52132.52344,58220.34375,63668.26953
Parcoy,PE130808,Pataz,PE1308,La Libertad,31613.60156,33126.02344,32956.6875,36474.87109,35742.31641,46652.11328
Pardo Miguel,PE220805,Rioja,PE2208,San Martin,31271.92969,33885.23438,32382.91406,35934.59375,35660.10938,41293.79297
Pariacoto,PE020110,Huaraz,PE0201,Ancash,3557.78955078125,3210.949219,3663.743896484375,3709.712646484375,3913.242431640625,4275.515625
Pariahuanca,PE020607,Carhuaz,PE0206,Ancash,2298.8525390625,2370.20849609375,2364.91845703125,2511.922119140625,2530.669189453125,2972.7529296875
Pariahuanca,PE120124,Huancayo,PE1201,Junin,5343.2548828125,4906.86669921875,5484.4267578125,5362.292969,5818.951172,5931.34521484375
Parinari,PE160302,Loreto,PE1603,Loreto,3101.34814453125,3008.831787109375,3216.181396484375,3125.360107421875,3412.52685546875,3476.86572265625
Pari?as,PE200701,Talara,PE2007,Piura,91164.75,92578.26563,95237.64063,103519.3984,104644.9063,128346.6406
Parobamba,PE021603,Pomabamba,PE0216,Ancash,5868.03125,5645.699219,6048.35498046875,6074.445313,6489.685547,7088.726563
Paruro,PE081001,Paruro,PE0810,Cusco,3248.53125,3217.74267578125,3397.8916015625,3510.521484,3770.314208984375,4741.86669921875
Pastaza,PE160705,Datem del Mara?on,PE1607,Loreto,1852.92431640625,1789.33349609375,1893.18798828125,1873.8057861328125,2000.06005859375,2015.5059814453125
Patambuco,PE211204,Sandia,PE2112,Puno,3732.131103515625,3598.199219,3809.64892578125,3748.4931640625,4010.396484,4133.91064453125
Patapo,PE140117,Chiclayo,PE1401,Lambayeque,21169.767578125,19106.037109375,22051.38672,21425.375,23945.60547,25820.1875
